name,email,contact_name,phone,website,address,rating,reviews_count,categories,confidence_score,latitude,longitude,hours,enriched_at,source_search,place_id
Amaya Dental,info@amayadental.com,,+1 (786) 446-8058,https://www.amayadental.com/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp-listing,"815 NW 57th Ave #344,Miami, FL 33126",4.9,850,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:28:16.312228,85c1839e2675,ChIJkY2wTNu52YgRL7c4EO7fXlI
Miami Dental Group of Doral,info@miamidentalgroup.com,,+1 (786) 672-1271,https://miamidentalgroup.com/,"7950 NW 53rd St Suite 201,Doral, FL 33166",4.9,1332,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:28:36.802446,85c1839e2675,ChIJUVMehtO72YgRwXrNRa1sgkM
Brickell Dental,info@brickelldental.com,,+1 (305) 377-8004,http://www.brickelldental.com/,"848 Brickell Ave # 1020,Miami, FL 33131",4.3,189,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:28:33.369417,85c1839e2675,ChIJF3pAo4O22YgRuFRqvZzSOxI
Super Dentist Miami,sales@superdentistmiami.com,,+1 (305) 642-8499,https://superdentistmiami.com/,"1660 SW 1st St,Miami, FL 33135",4.9,273,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:28:39.145164,85c1839e2675,ChIJwyRMIXm32YgRWKinaI_2bm4
South Florida Dental Arts,office@southfloridadentalarts.com,,+1 (305) 230-4041,https://www.southfloridadentalarts.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"6080 Bird Rd #8,Miami, FL 33155",4.9,609,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",2025-09-24T23:28:54.900714,85c1839e2675,ChIJEcZyWhG42YgRxRhziwfjiNM
Sage Dental of South Miami,contact@mysagedental.com,,+1 (786) 822-6821,https://mysagedental.com/south-miami,"5966 S Dixie Hwy #312,South Miami, FL 33143",4.5,403,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:28:59.326581,85c1839e2675,ChIJge7KU-7H2YgRQ4t2L6mWGbw
Miami Dental Sedation Spa - Miami,sales@miamidentalsedationspa.com,,+1 (305) 445-4646,https://miamidentalsedationspa.com/,"401 SW 42nd Ave #302,Miami, FL 33134",5.0,1150,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:29:10.907147,85c1839e2675,ChIJ8Sx_2nC32YgReiUaspXKIYs
Sage Dental of Pinecrest,contact@mysagedental.com,,+1 (305) 946-1950,https://mysagedental.com/pinecrest/,"12695 S Dixie Hwy,Pinecrest, FL 33156",4.5,458,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:29:14.056925,85c1839e2675,ChIJw-_AoPPG2YgRbQ4rtWvJtVQ
Gables Family Dental,support@gablesfamily.com,,+1 (305) 529-9295,http://www.gablesfamily.com/,"2990 Coral Wy,Miami, FL 33145",4.8,443,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:29:18.053338,85c1839e2675,ChIJtxYt66-32YgR7GV5ZYJWIFU
Springs Dental of Miami Springs,springs.info@springsdental.net,,+1 (305) 885-9721,https://www.springsdental.net/?utm_source\u003dGoogleBusinessProfile\u0026utm_medium\u003dOrganic\u0026utm_campaign\u003dWebsite,"657 South Dr #301,Miami Springs, FL 33166",4.8,507,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:29:27.456953,85c1839e2675,ChIJBxaSnf-52YgRkjGMQfG0xaY
Abadin Dental - Invisalign Veneers Implants,sales@abadindental.com,,+1 (305) 783-3750,https://www.abadindental.com/,"504 Biltmore Way,Coral Gables, FL 33134",5.0,1334,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:29:35.273386,85c1839e2675,ChIJFdD1JJC32YgRfVl2pUgmD1Y
Coral Gables Dentistry,sales@coralgablesdentistry.com,,+1 (305) 567-1992,https://www.coralgablesdentistry.com/,"3326 Ponce de Leon,Coral Gables, FL 33134",4.9,322,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:29:33.570646,85c1839e2675,ChIJx3YgQZq32YgRgBmhRbIxVKY
MIA Dental - South Beach,mia.info@miadental.net,,+1 (305) 532-6795,https://miadental.net/,"407 Lincoln Rd Suite 700,Miami Beach, FL 33139",4.6,307,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:29:44.821786,85c1839e2675,ChIJB62GOoW02YgRHiBMeX2RJoM
Gables Sedation and Family Dentistry,gables@gsdsmile.com,,+1 (786) 926-8790,https://www.gsdsmile.com/?utm_source\u003dGMB_Listing\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dWebsite_URL,"5727 SW 24th St,Miami, FL 33155",4.9,2096,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:29:52.719573,85c1839e2675,ChIJtSLTeJC32YgReJUbCT8EM5Q
South Dental at Brickell,info@southdental.org,,+1 (305) 854-7373,https://southdental.org/,"243 SW 8th St,Miami, FL 33130",4.3,180,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:29:53.936344,85c1839e2675,ChIJs2kOf4W22YgROkgKh3flPOg
All Smiles Dentistry Miami,hello@miamidental.net,,+1 (305) 371-6064,https://miamidental.net/,"150 SE 2nd Ave STE 604,Miami, FL 33131",4.9,383,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8:20\u202fAM""}",2025-09-24T23:29:59.880533,85c1839e2675,ChIJkdeQKFDA2YgRpaDPJCQgHEQ
Dentists at Midtown,admin@dentistsatmidtown.com,,+1 (786) 724-0418,https://www.dentistsatmidtown.com/?sc_cid\u003dGBP%3AO%3AGP%3A979%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MTIwMzA0NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3120 N Miami Ave,Miami, FL 33127",4.1,367,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:30:08.600308,85c1839e2675,ChIJp5CEqmCx2YgRCvJLGG0k_UY
Sage Dental of Miami Beach at 71st Street,contact@mysagedental.com,,+1 (786) 957-7954,https://mysagedental.com/miami-beach/,"227 71st St,Miami Beach, FL 33141",3.8,358,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:30:09.696953,85c1839e2675,ChIJW7X18uey2YgRBertYRSR12Y
Relax and Smile Dental Care,office@relaxandsmile.com,,+1 (786) 983-4812,https://www.relaxandsmile.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"271 NE 2nd St,Miami, FL 33132",4.9,798,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 10\u202fAM""}",2025-09-24T23:30:16.227841,85c1839e2675,ChIJ8WVD9Z622YgRTsE_RcBq1Qk
Amaya Dental,info@amayadental.com,,+1 (786) 446-8058,https://www.amayadental.com/?utm_source\u003dgoogle\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dgbp-listing,"815 NW 57th Ave #344,Miami, FL 33126",4.9,850,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:30:22.159504,85c1839e2675,ChIJkY2wTNu52YgRL7c4EO7fXlI
Miami Dental Group of Doral,info@miamidentalgroup.com,,+1 (786) 672-1271,https://miamidentalgroup.com/,"7950 NW 53rd St Suite 201,Doral, FL 33166",4.9,1332,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:30:30.458416,85c1839e2675,ChIJUVMehtO72YgRwXrNRa1sgkM
Brickell Dental,info@brickelldental.com,,+1 (305) 377-8004,http://www.brickelldental.com/,"848 Brickell Ave # 1020,Miami, FL 33131",4.3,189,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:30:33.953261,85c1839e2675,ChIJF3pAo4O22YgRuFRqvZzSOxI
Super Dentist Miami,sales@superdentistmiami.com,,+1 (305) 642-8499,https://superdentistmiami.com/,"1660 SW 1st St,Miami, FL 33135",4.9,273,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:30:39.732679,85c1839e2675,ChIJwyRMIXm32YgRWKinaI_2bm4
South Florida Dental Arts,office@southfloridadentalarts.com,,+1 (305) 230-4041,https://www.southfloridadentalarts.com/?utm_source\u003dGMB\u0026utm_medium\u003dorganic\u0026utm_campaign\u003dDevOptimization\u0026utm_content\u003dWebsite,"6080 Bird Rd #8,Miami, FL 33155",4.9,609,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 7\u202fAM""}",2025-09-24T23:30:54.582161,85c1839e2675,ChIJEcZyWhG42YgRxRhziwfjiNM
Sage Dental of South Miami,contact@mysagedental.com,,+1 (786) 822-6821,https://mysagedental.com/south-miami,"5966 S Dixie Hwy #312,South Miami, FL 33143",4.5,403,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:30:51.429592,85c1839e2675,ChIJge7KU-7H2YgRQ4t2L6mWGbw
Miami Dental Sedation Spa - Miami,sales@miamidentalsedationspa.com,,+1 (305) 445-4646,https://miamidentalsedationspa.com/,"401 SW 42nd Ave #302,Miami, FL 33134",5.0,1150,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:31:12.805062,85c1839e2675,ChIJ8Sx_2nC32YgReiUaspXKIYs
Sage Dental of Pinecrest,contact@mysagedental.com,,+1 (305) 946-1950,https://mysagedental.com/pinecrest/,"12695 S Dixie Hwy,Pinecrest, FL 33156",4.5,458,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:31:09.636099,85c1839e2675,ChIJw-_AoPPG2YgRbQ4rtWvJtVQ
Gables Family Dental,support@gablesfamily.com,,+1 (305) 529-9295,http://www.gablesfamily.com/,"2990 Coral Wy,Miami, FL 33145",4.8,443,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:31:11.600944,85c1839e2675,ChIJtxYt66-32YgR7GV5ZYJWIFU
Springs Dental of Miami Springs,springs.info@springsdental.net,,+1 (305) 885-9721,https://www.springsdental.net/?utm_source\u003dGoogleBusinessProfile\u0026utm_medium\u003dOrganic\u0026utm_campaign\u003dWebsite,"657 South Dr #301,Miami Springs, FL 33166",4.8,507,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 9\u202fAM""}",2025-09-24T23:31:25.766603,85c1839e2675,ChIJBxaSnf-52YgRkjGMQfG0xaY
Coral Gables Dentistry,sales@coralgablesdentistry.com,,+1 (305) 567-1992,https://www.coralgablesdentistry.com/,"3326 Ponce de Leon,Coral Gables, FL 33134",4.9,322,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:31:26.917383,85c1839e2675,ChIJx3YgQZq32YgRgBmhRbIxVKY
Miami Shores Modern Dentistry,info@miamishoresmoderndentistry.com,,+1 (786) 310-4816,https://www.miamishoresmoderndentistry.com/?sc_cid\u003dGBP%3AO%3AGP%3A991%3AOrganic_Search%3AGeneral%3Ana\u0026_vsrefdom\u003dorganic_gbp\u0026y_source\u003d1_MzQ3NzQ5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"9503 NE 2nd Ave,Miami Shores, FL 33138",4.5,681,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:31:29.400807,85c1839e2675,ChIJcT_yU4-x2YgR4oWuXAuMVsc
ONE Dental Miami,info@onedentalmiami.com,,+1 (305) 285-5150,http://www.onedentalmiami.com/,"1330 Coral Wy #100,Miami, FL 33145",4.8,313,Dentist,1.00,,,"{""raw"": ""Closed \u22c5 Opens 8\u202fAM""}",2025-09-24T23:31:45.009275,85c1839e2675,ChIJOeo2vFu22YgRnXmUhbsc1LE
